Avec vectorisation
1024,9.591e-06,5.437e-06
2304,1.4668e-05,6.285e-06
4096,1.1702e-05,2.536e-06
6400,1.7777e-05,4.654e-06
9216,2.4293e-05,5.492e-06
12544,2.3184e-05,4.487e-06
16384,2.9361e-05,5.236e-06
20736,3.6278e-05,5.657e-06
25600,4.4159e-05,6.562e-06
30976,4.9128e-05,6.951e-06
36864,5.7928e-05,8.431e-06
43264,0.000163408,2.0588e-05
50176,7.019e-05,1.0266e-05
57600,0.000215315,2.5214e-05
65536,9.3666e-05,1.2333e-05
73984,0.000168772,1.9493e-05
82944,0.000282706,1.5192e-05
92416,0.000127009,1.7057e-05
102400,0.000161817,1.9861e-05
112896,0.000201194,2.5207e-05
123904,0.000169565,2.56e-05
135424,0.000185263,2.9994e-05
147456,0.000208592,3.4613e-05
160000,0.000311237,4.166e-05
173056,0.000236068,4.7681e-05
186624,0.0002723,5.4528e-05
200704,0.000282445,6.1416e-05
215296,0.000302447,6.7816e-05
230400,0.000312737,7.4107e-05
246016,0.000333548,8.0602e-05
262144,0.000354946,8.57e-05
278784,0.000377565,9.3507e-05
295936,0.00044448,9.6859e-05
313600,0.000451288,0.000104765
331776,0.000448159,0.000108799
350464,0.000473005,0.000115594
369664,0.000498676,0.000122404
389376,0.000525028,0.000126532
409600,0.000552444,0.000133849
430336,0.000580022,0.000142441
451584,0.000608332,0.000147476
473344,0.000637591,0.000156859
495616,0.000667209,0.000164192
518400,0.000697856,0.00017118
541696,0.000728706,0.000175972
565504,0.000760489,0.000186734
589824,0.000793276,0.00019137
614656,0.000826255,0.000202877
640000,0.000860289,0.000211231
665856,0.000898304,0.000222933
692224,0.000931891,0.000230739
719104,0.000996326,0.000244386
746496,0.00100265,0.000246169
774400,0.00104016,0.000255583
802816,0.00107854,0.000265471
831744,0.00111724,0.000269011
861184,0.00115729,0.000282762
891136,0.00119777,0.000294571
921600,0.00123841,0.000305779
952576,0.00127989,0.0003133
984064,0.00132141,0.000322093
1016064,0.00136463,0.000333667
1048576,0.00141102,0.000346784
1081600,0.00145903,0.000356175
1115136,0.00149707,0.000366065
1149184,0.00154368,0.000373115
1183744,0.00159696,0.00038548
1218816,0.00164362,0.00039972
1254400,0.00169128,0.000414245
1290496,0.0017468,0.000423121
1327104,0.00180147,0.000434695
1364224,0.00183467,0.000447689
1401856,0.00188469,0.000456013
1440000,0.00193841,0.000468993
1478656,0.00198918,0.000482957
1517824,0.00204303,0.000492803
1557504,0.00209844,0.000511365
1597696,0.00215422,0.000517644
1638400,0.00220887,0.000535266
1679616,0.00226569,0.000551141
1721344,0.00232137,0.000564643
1763584,0.00238008,0.000574506
1806336,0.00243991,0.000599269
1849600,0.0025041,0.000612814
1893376,0.00255832,0.000622496
1937664,0.00261859,0.000652124
1982464,0.00268691,0.000668932
2027776,0.00274607,0.000671635
2073600,0.00281544,0.000706974
2119936,0.002876,0.000722221
2166784,0.00293539,0.000717687
2214144,0.00300635,0.000745643
2262016,0.00306418,0.000749641
2310400,0.00314901,0.000806988
2359296,0.00320373,0.00078923
2408704,0.00327433,0.00085244
2458624,0.00334866,0.000878922
2509056,0.0034117,0.000866201
2560000,0.00348785,0.000921438
2611456,0.00355077,0.000953282
2663424,0.0036272,0.000931608
2715904,0.0037088,0.00100752
2768896,0.0037834,0.00103184
2822400,0.00384938,0.00105441
2876416,0.00393218,0.0010917
2930944,0.00400593,0.00111815
2985984,0.0040802,0.00110208
3041536,0.00416705,0.00118428
3097600,0.00423066,0.00124336
3154176,0.00432258,0.00125315
3211264,0.00439443,0.00127292
3268864,0.00447728,0.00130059
3326976,0.00455569,0.00129557
3385600,0.00461666,0.00135583
3444736,0.00471803,0.00134653
3504384,0.00479318,0.00137352
3564544,0.00488513,0.00142035
3625216,0.0049783,0.0014962
3686400,0.00506666,0.00153612
3748096,0.00514779,0.00157562
3810304,0.00522228,0.00163694
3873024,0.00530916,0.00157584
3936256,0.00541401,0.0016876
4000000,0.00548818,0.00171829
4064256,0.00558207,0.00174848
4129024,0.00569551,0.00282541
4194304,0.00577366,0.00177508
4260096,0.00585581,0.00183698
4326400,0.00593893,0.001832
4393216,0.00602721,0.00184769
4460544,0.00613289,0.00196446
4528384,0.00623159,0.00200032
4596736,0.00628849,0.00197435
4665600,0.00643227,0.00207509
4734976,0.00650785,0.00204785
4804864,0.00659193,0.00216576
4875264,0.00670933,0.002129
4946176,0.00679484,0.00223344
5017600,0.00688726,0.00217954
5089536,0.00698083,0.00232363
5161984,0.00709111,0.00248594
5234944,0.00717649,0.00231182
5308416,0.00731192,0.00243638
5382400,0.00735626,0.00239475
5456896,0.0074883,0.00254272
5531904,0.00761129,0.00254925
5607424,0.00770555,0.00259605
5683456,0.00777941,0.00255756
5760000,0.00787692,0.00271914
5837056,0.00803449,0.00272276
5914624,0.00813653,0.00276637
5992704,0.00825704,0.00273365
6071296,0.00833247,0.00286858
6150400,0.00852349,0.00298959
